epoch,step,train_hit1,train_hit10,train_hit20,train_hit3,train_hit5,train_loss,train_mrr,val_t2dv2_hit1,val_t2dv2_hit10,val_t2dv2_hit20,val_t2dv2_hit3,val_t2dv2_hit5,val_t2dv2_loss,val_t2dv2_mrr,val_wt250_hit1,val_wt250_hit10,val_wt250_hit20,val_wt250_hit3,val_wt250_hit5,val_wt250_loss,val_wt250_mrr
0,4,,,,,,0.023451564833521843,,,,,,,,,,,,,,,
0,9,,,,,,0.013489235192537308,,,,,,,,,,,,,,,
0,14,,,,,,0.008139255456626415,,,,,,,,,,,,,,,
0,19,,,,,,0.003752727061510086,,,,,,,,,,,,,,,
0,24,,,,,,0.006537068635225296,,,,,,,,,,,,,,,
0,29,,,,,,0.008252798579633236,,,,,,,,,,,,,,,
0,34,,,,,,0.007330236025154591,,,,,,,,,,,,,,,
0,39,,,,,,0.003359740599989891,,,,,,,,,,,,,,,
0,44,,,,,,0.0046914117410779,,,,,,,,,,,,,,,
0,49,,,,,,0.005934717133641243,,,,,,,,,,,,,,,
0,54,,,,,,0.003116040723398328,,,,,,,,,,,,,,,
0,59,,,,,,0.008069257251918316,,,,,,,,,,,,,,,
0,64,,,,,,0.0006112224073149264,,,,,,,,,,,,,,,
0,69,,,,,,0.009209608659148216,,,,,,,,,,,,,,,
0,74,,,,,,0.00882387813180685,,,,,,,,,,,,,,,
0,79,,,,,,0.005932959262281656,,,,,,,,,,,,,,,
0,84,,,,,,0.004955441225320101,,,,,,,,,,,,,,,
0,89,,,,,,0.0025072272401303053,,,,,,,,,,,,,,,
0,94,,,,,,0.004423223901540041,,,,,,,,,,,,,,,
0,99,,,,,,0.0027628205716609955,,,,,,,,,,,,,,,
0,104,,,,,,0.0008957932004705071,,,,,,,,,,,,,,,
0,109,,,,,,0.0007915059104561806,,,,,,,,,,,,,,,
0,114,,,,,,0.003319596638903022,,,,,,,,,,,,,,,
0,119,,,,,,0.006173535715788603,,,,,,,,,,,,,,,
0,124,,,,,,0.0005664637428708375,,,,,,,,,,,,,,,
0,129,,,,,,0.0003955211432185024,,,,,,,,,,,,,,,
0,134,,,,,,0.003443618305027485,,,,,,,,,,,,,,,
0,139,,,,,,0.006786058656871319,,,,,,,,,,,,,,,
0,144,,,,,,0.004712351597845554,,,,,,,,,,,,,,,
0,149,,,,,,0.00044174003414809704,,,,,,,,,,,,,,,
0,154,,,,,,0.0013892657589167356,,,,,,,,,,,,,,,
0,159,,,,,,0.0005128653720021248,,,,,,,,,,,,,,,
0,164,,,,,,0.004011410288512707,,,,,,,,,,,,,,,
0,169,,,,,,0.0007418203167617321,,,,,,,,,,,,,,,
0,174,,,,,,0.0007935314788483083,,,,,,,,,,,,,,,
0,179,,,,,,0.007050147745758295,,,,,,,,,,,,,,,
0,184,,,,,,0.000172710744664073,,,,,,,,,,,,,,,
0,189,,,,,,0.0024699994828552008,,,,,,,,,,,,,,,
0,194,,,,,,0.00417670700699091,,,,,,,,,,,,,,,
0,199,,,,,,0.003246199106797576,,,,,,,,,,,,,,,
0,204,,,,,,0.00040218158392235637,,,,,,,,,,,,,,,
0,209,,,,,,0.005740026477724314,,,,,,,,,,,,,,,
0,214,,,,,,0.000842195120640099,,,,,,,,,,,,,,,
0,219,,,,,,0.0005839330842718482,,,,,,,,,,,,,,,
0,224,,,,,,0.0011189252836629748,,,,,,,,,,,,,,,
0,229,,,,,,0.002015177858993411,,,,,,,,,,,,,,,
0,234,,,,,,0.003170374082401395,,,,,,,,,,,,,,,
0,239,,,,,,0.0026037662755697966,,,,,,,,,,,,,,,
0,244,,,,,,0.0004215477383695543,,,,,,,,,,,,,,,
0,249,,,,,,0.0039382935501635075,,,,,,,,,,,,,,,
0,254,,,,,,0.0006479326402768493,,,,,,,,,,,,,,,
0,259,,,,,,0.005435047671198845,,,,,,,,,,,,,,,
0,264,,,,,,0.00017058246885426342,,,,,,,,,,,,,,,
0,269,,,,,,0.0006950213573873043,,,,,,,,,,,,,,,
0,274,,,,,,0.0014971597120165825,,,,,,,,,,,,,,,
0,279,,,,,,0.003480608109384775,,,,,,,,,,,,,,,
0,284,,,,,,0.0007277543190866709,,,,,,,,,,,,,,,
0,289,,,,,,0.0008530238410457969,,,,,,,,,,,,,,,
0,294,,,,,,0.0006745459977537394,,,,,,,,,,,,,,,
0,299,,,,,,0.00306952022947371,,,,,,,,,,,,,,,
0,304,,,,,,0.000862413551658392,,,,,,,,,,,,,,,
0,309,,,,,,0.0032379981130361557,,,,,,,,,,,,,,,
0,314,,,,,,0.003681197063997388,,,,,,,,,,,,,,,
0,319,,,,,,0.004094102419912815,,,,,,,,,,,,,,,
0,324,,,,,,0.005571831949055195,,,,,,,,,,,,,,,
0,329,,,,,,0.004291669465601444,,,,,,,,,,,,,,,
0,334,,,,,,0.0017751374980434775,,,,,,,,,,,,,,,
0,339,,,,,,0.0032302094623446465,,,,,,,,,,,,,,,
0,344,,,,,,0.0007306266343221068,,,,,,,,,,,,,,,
0,349,,,,,,0.0007383442134596407,,,,,,,,,,,,,,,
0,354,,,,,,0.0009163614013232291,,,,,,,,,,,,,,,
0,359,,,,,,0.0009895878611132503,,,,,,,,,,,,,,,
0,364,,,,,,0.0018572674598544836,,,,,,,,,,,,,,,
0,369,,,,,,0.0006323596462607384,,,,,,,,,,,,,,,
0,374,,,,,,0.0036030588671565056,,,,,,,,,,,,,,,
0,379,,,,,,0.0011887778528034687,,,,,,,,,,,,,,,
0,384,,,,,,0.0020779899787157774,,,,,,,,,,,,,,,
0,389,,,,,,0.003583767684176564,,,,,,,,,,,,,,,
0,394,,,,,,0.0007188011077232659,,,,,,,,,,,,,,,
0,399,,,,,,0.00025908590760082006,,,,,,,,,,,,,,,
0,404,,,,,,0.0011772082652896643,,,,,,,,,,,,,,,
0,409,,,,,,0.0007795934216119349,,,,,,,,,,,,,,,
0,414,,,,,,0.0026650605723261833,,,,,,,,,,,,,,,
0,419,,,,,,0.007368695922195911,,,,,,,,,,,,,,,
0,424,,,,,,0.0005437228246591985,,,,,,,,,,,,,,,
0,429,,,,,,0.0006537597510032356,,,,,,,,,,,,,,,
0,434,,,,,,0.012396118603646755,,,,,,,,,,,,,,,
0,439,,,,,,0.0005655910936184227,,,,,,,,,,,,,,,
0,444,,,,,,0.0006129054818302393,,,,,,,,,,,,,,,
0,449,,,,,,0.004144590813666582,,,,,,,,,,,,,,,
0,454,,,,,,0.0009493638062849641,,,,,,,,,,,,,,,
0,459,,,,,,0.0004468702827580273,,,,,,,,,,,,,,,
