epoch,step,train_hit1,train_hit10,train_hit20,train_hit3,train_hit5,train_loss,train_mrr,val_t2dv2_hit1,val_t2dv2_hit10,val_t2dv2_hit20,val_t2dv2_hit3,val_t2dv2_hit5,val_t2dv2_loss,val_t2dv2_mrr,val_wt250_hit1,val_wt250_hit10,val_wt250_hit20,val_wt250_hit3,val_wt250_hit5,val_wt250_loss,val_wt250_mrr
0,4,,,,,,0.016473490744829178,,,,,,,,,,,,,,,
0,9,,,,,,0.010150832124054432,,,,,,,,,,,,,,,
0,14,,,,,,0.006230219267308712,,,,,,,,,,,,,,,
0,19,,,,,,0.007425593212246895,,,,,,,,,,,,,,,
0,24,,,,,,0.002139840042218566,,,,,,,,,,,,,,,
0,29,,,,,,0.005027659237384796,,,,,,,,,,,,,,,
0,34,,,,,,0.004905299283564091,,,,,,,,,,,,,,,
0,39,,,,,,0.0021826254669576883,,,,,,,,,,,,,,,
0,44,,,,,,0.0034999202471226454,,,,,,,,,,,,,,,
0,49,,,,,,0.003140345448628068,,,,,,,,,,,,,,,
0,54,,,,,,0.0034388124477118254,,,,,,,,,,,,,,,
0,59,,,,,,0.0018506876658648252,,,,,,,,,,,,,,,
0,64,,,,,,0.0006697367061860859,,,,,,,,,,,,,,,
0,69,,,,,,0.005527941044420004,,,,,,,,,,,,,,,
0,74,,,,,,0.0015978404553607106,,,,,,,,,,,,,,,
0,79,,,,,,0.0039473907090723515,,,,,,,,,,,,,,,
0,84,,,,,,0.001894134795293212,,,,,,,,,,,,,,,
0,89,,,,,,0.0009911167435348034,,,,,,,,,,,,,,,
0,94,,,,,,0.0007112344028428197,,,,,,,,,,,,,,,
0,99,,,,,,0.0011528012109920382,,,,,,,,,,,,,,,
0,104,,,,,,0.0014688383089378476,,,,,,,,,,,,,,,
0,109,,,,,,0.0008737704483792186,,,,,,,,,,,,,,,
0,114,,,,,,0.0024742663372308016,,,,,,,,,,,,,,,
0,119,,,,,,0.0029689990915358067,,,,,,,,,,,,,,,
0,124,,,,,,0.001110970857553184,,,,,,,,,,,,,,,
0,129,,,,,,0.0004028828116133809,,,,,,,,,,,,,,,
0,134,,,,,,0.0005511562922038138,,,,,,,,,,,,,,,
0,139,,,,,,0.001236300333403051,,,,,,,,,,,,,,,
0,144,,,,,,0.0008764382801018655,,,,,,,,,,,,,,,
0,149,,,,,,0.0011353688314557076,,,,,,,,,,,,,,,
