id,label,source,score
Q44316,GNOME,Q44316,114.36999999999999
Q1191636,KDE Software Compilation,Q1191636,102.60000000000001
Q381140,Unity,Q381140,71.91
Q17363870,KDE Plasma 5,Q17363870,69.855
Q1431,KDE,Q1431,66.465
Q1092551,Cinnamon,Q1092551,63.975
Q1138977,KDE Plasma 4,Q1138977,60.23
Q849246,Graphics Environment Manager,Q849246,56.334999999999994
Q1346625,KDE Software Compilation 4,Q1346625,53.17000000000001
Q170821,Xfce,Q170821,50.745000000000005
Q47123,LXDE,Q47123,45.025
Q622898,Aqua,Q622898,44.86
Q194090,MATE,Q194090,43.865
Q19599479,Lumina Desktop,Q19599479,38.865
Q1417071,ROX Desktop,Q1417071,37.57
Q18341825,LXQt,Q18341825,37.269999999999996
Q27888813,Budgie,Q27888813,35.589999999999996
Q49417,Common Desktop Environment,Q49417,35.52
Q3239184,K Desktop Environment 3,Q3239184,32.31
Q620707,Sugar,Q620707,30.695
Q2420670,Razor-qt,Q2420670,29.89
Q1486424,GPE,Q1486424,25.1
Q10749865,UDE,Q10749865,25.01
Q3241625,K Desktop Environment 2,Q3241625,24.345
Q14301825,Trinity Desktop Environment,Q14301825,24.28
Q116045712,K Desktop Environment 1,Q116045712,24.24
Q1474264,OpenSolaris Desktop,Q1474264,23.495
Q4041100,IRIX Interactive Desktop,Q4041100,23.45
Q38798,GNOME Panel,Q38798,19.900000000000002
Q2497482,OpenWindows,Q2497482,18.669999999999998
Q690751,Project Looking Glass,Q690751,17.094999999999995
Q60670478,UKUI,Q60670478,17.035000000000004
Q4014848,Visual User Environment,Q4014848,16.195
Q4741418,Ambient,Q4741418,16.165
Q5635701,HP NewWave,Q5635701,15.41
Q5264564,DesktopX,Q5264564,12.81
Q851935,BumpTop,Q851935,11.719999999999999
Q10847158,Fences,Q10847158,10.39
Q5973538,IRIS Workspace,Q5973538,8.020000000000001
Q1785363,Metisse,Q1785363,4.07
Q1323918,EDE,Q1323918,2.8600000000000003
Q87817000,Not so Common Desktop Environment,Q87817000,1.615
Q290639,Étoilé,Q290639,1.33
Q16126363,Elokab,Q16126363,1.235
Q57742981,Deepin Desktop Environment,Q57742981,0.96
Q1086843,Mezzo,Q1086843,0.9500000000000001
Q118610756,GNUstep Desktop,Q118610756,0.9500000000000001
Q56342589,Pantheon,Q56342589,0.87
Q3241456,K Desktop Environment,Q3241456,0.855
Q5242953,Qimo 4 Kids,Q5242953,0.855
Q106513812,COSMIC,Q106513812,0.76
Q115839146,KDE Plasma 6,Q115839146,0.575
Q6133511,Squeeze,Q6133511,0.385
Q5264575,Desktop customization,Q5264575,0.095
