epoch,step,train_hit1,train_hit10,train_hit20,train_hit3,train_hit5,train_loss,train_mrr,val_t2dv2_hit1,val_t2dv2_hit10,val_t2dv2_hit20,val_t2dv2_hit3,val_t2dv2_hit5,val_t2dv2_loss,val_t2dv2_mrr,val_wt250_hit1,val_wt250_hit10,val_wt250_hit20,val_wt250_hit3,val_wt250_hit5,val_wt250_loss,val_wt250_mrr
0,4,,,,,,0.018372349441051483,,,,,,,,,,,,,,,
0,9,,,,,,0.010001087561249733,,,,,,,,,,,,,,,
0,14,,,,,,0.005090721417218447,,,,,,,,,,,,,,,
0,19,,,,,,0.0031462230253964663,,,,,,,,,,,,,,,
0,24,,,,,,0.0027223024517297745,,,,,,,,,,,,,,,
0,29,,,,,,0.0043508256785571575,,,,,,,,,,,,,,,
0,34,,,,,,0.002173570916056633,,,,,,,,,,,,,,,
0,39,,,,,,0.0023880936205387115,,,,,,,,,,,,,,,
0,44,,,,,,0.0014121042331680655,,,,,,,,,,,,,,,
0,49,,,,,,0.002104277955368161,,,,,,,,,,,,,,,
0,54,,,,,,0.0021160428877919912,,,,,,,,,,,,,,,
0,59,,,,,,0.0021150226239115,,,,,,,,,,,,,,,
0,64,,,,,,0.00026681070448830724,,,,,,,,,,,,,,,
0,69,,,,,,0.0033363522961735725,,,,,,,,,,,,,,,
0,74,,,,,,0.0025207241997122765,,,,,,,,,,,,,,,
0,79,,,,,,0.0027855613734573126,,,,,,,,,,,,,,,
0,84,,,,,,0.0012384995352476835,,,,,,,,,,,,,,,
0,89,,,,,,0.0010637474479153752,,,,,,,,,,,,,,,
0,94,,,,,,0.000449698738520965,,,,,,,,,,,,,,,
0,99,,,,,,0.0005353900487534702,,,,,,,,,,,,,,,
0,104,,,,,,0.0008617432904429734,,,,,,,,,,,,,,,
0,109,,,,,,0.0005005903076380491,,,,,,,,,,,,,,,
0,114,,,,,,0.001042960793711245,,,,,,,,,,,,,,,
0,119,,,,,,0.004025033675134182,,,,,,,,,,,,,,,
0,124,,,,,,0.0002664123603608459,,,,,,,,,,,,,,,
0,129,,,,,,0.00018474156968295574,,,,,,,,,,,,,,,
0,134,,,,,,0.0005930975894443691,,,,,,,,,,,,,,,
0,139,,,,,,0.001629333128221333,,,,,,,,,,,,,,,
0,144,,,,,,0.0007589519955217838,,,,,,,,,,,,,,,
0,149,,,,,,0.00023011797748040408,,,,,,,,,,,,,,,
0,154,,,,,,0.0005366373807191849,,,,,,,,,,,,,,,
0,159,,,,,,0.00018008371989708394,,,,,,,,,,,,,,,
0,164,,,,,,0.0026645942125469446,,,,,,,,,,,,,,,
0,169,,,,,,0.0002940834383480251,,,,,,,,,,,,,,,
0,174,,,,,,0.000610539922490716,,,,,,,,,,,,,,,
0,179,,,,,,0.0017677953001111746,,,,,,,,,,,,,,,
0,184,,,,,,0.0001321744202869013,,,,,,,,,,,,,,,
0,189,,,,,,0.001230553723871708,,,,,,,,,,,,,,,
0,194,,,,,,0.00109879020601511,,,,,,,,,,,,,,,
0,199,,,,,,0.000692622852511704,,,,,,,,,,,,,,,
0,204,,,,,,0.00014086029841564596,,,,,,,,,,,,,,,
0,209,,,,,,0.0002930357295554131,,,,,,,,,,,,,,,
0,214,,,,,,0.0017370941350236535,,,,,,,,,,,,,,,
0,219,,,,,,0.00016876080189831555,,,,,,,,,,,,,,,
0,224,,,,,,0.00020945868163835257,,,,,,,,,,,,,,,
0,229,,,,,,0.0006092845578677952,,,,,,,,,,,,,,,
0,234,,,,,,0.0007755539263598621,,,,,,,,,,,,,,,
0,239,,,,,,0.0007008307729847729,,,,,,,,,,,,,,,
0,244,,,,,,0.0001755229168338701,,,,,,,,,,,,,,,
0,249,,,,,,0.0027309649158269167,,,,,,,,,,,,,,,
0,254,,,,,,0.00037499467725865543,,,,,,,,,,,,,,,
0,259,,,,,,0.0027050687931478024,,,,,,,,,,,,,,,
0,264,,,,,,7.188463496277109e-05,,,,,,,,,,,,,,,
0,269,,,,,,0.00021665736858267337,,,,,,,,,,,,,,,
0,274,,,,,,0.0006245325203053653,,,,,,,,,,,,,,,
0,279,,,,,,0.0005079487455077469,,,,,,,,,,,,,,,
0,284,,,,,,0.0004324712499510497,,,,,,,,,,,,,,,
0,289,,,,,,0.00111997255589813,,,,,,,,,,,,,,,
0,294,,,,,,0.00010698756523197517,,,,,,,,,,,,,,,
0,299,,,,,,0.0005212543183006346,,,,,,,,,,,,,,,
0,304,,,,,,0.000607266032602638,,,,,,,,,,,,,,,
0,309,,,,,,0.0004848026728723198,,,,,,,,,,,,,,,
0,314,,,,,,0.0013622681144624949,,,,,,,,,,,,,,,
0,319,,,,,,0.0010700058192014694,,,,,,,,,,,,,,,
0,324,,,,,,0.0003259987570345402,,,,,,,,,,,,,,,
0,329,,,,,,0.0007458229083567858,,,,,,,,,,,,,,,
0,334,,,,,,0.000943871506024152,,,,,,,,,,,,,,,
0,339,,,,,,0.00038566868170164526,,,,,,,,,,,,,,,
0,344,,,,,,0.00029831595020368695,,,,,,,,,,,,,,,
0,349,,,,,,0.0001198210593429394,,,,,,,,,,,,,,,
0,354,,,,,,0.00031834570108912885,,,,,,,,,,,,,,,
0,359,,,,,,0.0005829820293001831,,,,,,,,,,,,,,,
0,364,,,,,,0.0011828653514385223,,,,,,,,,,,,,,,
0,369,,,,,,0.0008167796768248081,,,,,,,,,,,,,,,
0,374,,,,,,0.0006384370499290526,,,,,,,,,,,,,,,
0,379,,,,,,0.0004699133860412985,,,,,,,,,,,,,,,
0,384,,,,,,0.0008399328798986971,,,,,,,,,,,,,,,
0,389,,,,,,0.00041215543751604855,,,,,,,,,,,,,,,
0,394,,,,,,0.0003692660538945347,,,,,,,,,,,,,,,
0,399,,,,,,0.00012630317360162735,,,,,,,,,,,,,,,
0,404,,,,,,0.00048198705189861357,,,,,,,,,,,,,,,
0,409,,,,,,0.0002676119329407811,,,,,,,,,,,,,,,
0,414,,,,,,0.00034963260986842215,,,,,,,,,,,,,,,
0,419,,,,,,0.004183595534414053,,,,,,,,,,,,,,,
0,424,,,,,,0.00015818397514522076,,,,,,,,,,,,,,,
0,429,,,,,,0.00016303922166116536,,,,,,,,,,,,,,,
0,434,,,,,,0.0056152972392737865,,,,,,,,,,,,,,,
0,439,,,,,,0.00010601897520245984,,,,,,,,,,,,,,,
0,444,,,,,,0.00017382857913617045,,,,,,,,,,,,,,,
0,449,,,,,,0.0011293496936559677,,,,,,,,,,,,,,,
0,454,,,,,,0.0005832809838466346,,,,,,,,,,,,,,,
0,459,,,,,,0.00021821602422278374,,,,,,,,,,,,,,,
0,464,,,,,,0.00036082210135646164,,,,,,,,,,,,,,,
0,469,,,,,,0.000569634314160794,,,,,,,,,,,,,,,
0,474,,,,,,0.00023667594359721988,,,,,,,,,,,,,,,
0,479,,,,,,0.00014764432853553444,,,,,,,,,,,,,,,
